ticker,pool_id_bech32,epoch,stake_address,lovelace
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1u8xl0rdrwk8nxe4mwlj00zpzm0am2w7srpk3y4c5u6a2d6s683nuv,1434181998
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1u8slzftwg953dufljmmhdeqk2362s7at53frtyw3qwvfgqc30cyuc,1406463591
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1uykduz0gmqpn2dc6w59xckz9j4xwnq92kh54yg0kkqgg0nqvqsfpz,1391414077
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1uyfsqqfmm0cdpqfps2dhdgm88av07wp2d83yfhff3k6j6ygvs55zp,1334465071
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1ux7fqyzkq7ergdw0s257g0jcznprq7sdvzy24yynvwzuxucmjtyd7,1286773758
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1uxnmlje9566nvk3duq3mvgc2rqt2tnph24hr78q458z6qcswfqady,1155842834
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1u8a708kr7n5qu86sdnvlu2dry2uf3wqcrt2j58awzk38ddqfwdgrt,1117727249
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1uxnxsu5v463d452l62mct7qu9wz7ch7szptnc8gekelv6xgm9fd9w,1107946155
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1uy7hzzkuqsw3wqdvdwyvtya2kypqhz9wkyajselp435kg8cxqdd2a,1103540584
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1uyfn9hufwqxdawhdycdu26x8rq64nrmu5c8khfwf5cucyxglc69pd,1019932683
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1uyzgngv0grk4lyqmjllzgatutyhqfv3krsh9y53d4eg8r8qxwxqrg,1010878550
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1ux2qs3v9ajxqlxvmaphjfa0w0akftm4j4jjvfcmg7g83tfcpt6x7c,1002170784
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1u8hh73ugaqyvkwgndmg37klgxfz49fahu28nvj0revx9yss2nhser,906473439
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1u987p4pqfan5uhw2xasphq2td59nexs5hmqs6t7y2mejhegyglq9k,708486948
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1u8et5yh90mfwhuu3gvz4qem993rfdz5rj5s9z084qczqv2g3gfkkx,555497322
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1u9503xlxt8ppegsfv794xqcflfs4vq3wz4twkr84ky9n59qfml82e,546687470
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1uysjl29rexnwtqc3zjuz0mlc8t5uzmju49m7p7vjvsckn9g6y3r8j,538723780
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1uxgd9c82k3yyrtxu6y8xwsu3qnn8qjd5tt6ntknyv98fw7gthm0xh,521290055
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1ux4zqvgzs8f8d2pqjcdxdcvk6hqf6y9n6unl3k8dcf608vshktp30,509977130
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1uyz4tgl54p6j0f2275clz8ddvunz2emg79gf5uy2n7kqyzgeq2pdv,498251537
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1ux2vcr290m4yl6eg2q5yu5d7vx73f52794mj5w0y44sunvcuvejp2,466389574
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1u9hclg0x8ahcmkf49z6j3ef7zxjv7gpa72489dr5jdya5ag6hphjl,438029710
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1ux7svlffxu5sylvca8d687syrxgvq59qgqtfxwf6t6r2hjcygrq40,423732755
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1u8rs5d93hkmpha5m2a7ddur9tyr2m3va5ws7ln7gtfl5plshdne0m,398807463
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1uxl40t8vlc22776k4ws6gqu00m98ktrg6rdphj56x7km5ycejl6el,387358572
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1uxqeynpqq6p6r4w5wsa8ww8akg7hs8w3l6qvs0knp7x55qsempq0z,384516932
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1u8669tzzkc9lu63njamp0g9pakexns53s820se8jatg034sgnlt8l,383585082
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1uxsz54mc009h7fng4ew5resjrq232zftwk6n4pt5sc5879q62s5ld,304995890
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1u9nnjz4ht9wpe88nrdqmu2fg47rf7fvq7mrs623ydh7tnes4xv8af,303537372
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1u9chw4cgat03jzur8cnev7g08qlstalr4ljkmexkw9gdk3czqkw49,294170498
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1uxgg64qvqrkvk60f8z8yamveap7xl235c65g7nxj9ss6hzqwyd9h3,237328953
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1uxa502etluxd0yhqq8934m4k64x8us3sj84hpmyel2adkhqz0zc0m,203462527
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1uy59gg8qkr0uyse7hns26hhqdc4unwuye2rcru8hderz33qqwsz27,153925080
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1uxuw6kvnv7mq468x94gkw2vvvdu2x6tad702h2tgjk0plecvl0xg8,125072237
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1u8f0q2cgm0v57e9yve65n4hqcfghkxmrhm6tnhgy5ck8yfg3alw70,114532845
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1u9ryuqakpvu7hx6tqgpdm4zfyzr0nmrwrrrzuvgrkh8430qx77a3u,109892637
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1uyuqer5yamm7vuzk9npdplxywe0ddz0qqst94hyuqwkj7xcjsl7fk,101102075
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1u8zy65tk4uxlh5cklnte9scgcv9jzymrjjfhskhxljt2krgzwz6xm,94963868
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1u8fa2ksxasgg0u2ejztvudgmtgr5ecn2ceta6dpzdskqjgq9a446l,76571606
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1uxpu4l3emlj7cmvln48n0a0sdxaga7s6090rk6gn0t8027cftgttt,38961214
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1u9mgdqdlw6hder8affa7nl9h53guhc7mr4mq4lyhmw32xngxcyfzn,34143302
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1uyg0p9xargsxh22s9rzshlayqmgjprta0xr9fr6e0rrqcqc9j5zqm,33681260
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1u8ey5gjz4889uw9f8wrhqthtnf4gc0scc7c2lf97kpye52sd8mxvl,28824445
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1u9t2dt0qscmyv0usxeadep3upuwzahq0snhxe5sgkmgfglsn2vprv,27650738
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1u9z92vta2xff0a4meyr53nae408k229dy98q59kgfdxmawqy0gle0,17800837
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1u9zhk8z9fl5xeuu3f5cn6e8qn7r9c0kjk3m0rfxn98n9f3gg60dja,13271972
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1uxzvtdysthyv0y7a3dfp3m0ddf8p9q3cyzx483w4fmrplkg9dqryq,12504036
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1u8h9hl5t9xgzpgx2ujzlc3ew4lnel5p29ajy9zmsst0yh9scn6v2w,12496630
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1u88xq8dss68gks67l9lqp6nm36rvpngwnltk6nmrj3vtnusmw9d36,11482044
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1u9kvaqgenk3fcx8gq9f59mp59w3xqcxe0p35y7rrqyle7vsw8fpcu,10450127
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1uyshrwwngeswgannxqyw03u30xkw49kc8dva0rhsc2h49xsmu2wsu,9847916
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1u9w4kwqd25st9sh3m845kx5rn7u5kp8jxxuk2mknh93z63q7803hj,8581491
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1u9erqdh98za2mvxw0sr26mhdsnyvyqgc6ex5msyja4p7hmcjtm8x4,6586598
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1u8ek5m9a8pvlvgtluuhrcn80aqa9qenrztg6varqwmmen5searvde,6151454
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1u9r6k5epfk3upax5t4z3xwj8tzcs8e334va4kz6fa3kk23spw0356,5979303
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1ux5em93nwnqxk0xnn7j9cmwmurhdqcayxmvl7cc7z3fys3gafxl9k,5263026
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1uxyy9pvjjcd4nn264kvta8hqsc8rj7rygpfcv264w26805cu40yml,4964383
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1uxsedalldtjgz6fpfukz4h7llz3z8708s0myvdeq8mulzvc22vl9c,1135400
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1ux4z2yrzdqqxk95pcamf0hcdxv0vfahw6vpd2cfq45js4kszdchqh,169148
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1u8x0k9zjfgevt53t2h9xrqtch57yw7n8y8w8huwl66d7t0cn4mre3,148918
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1u8ezzkz0kvexn5mus470fkp7j6lwrec8krcqr6y9h4aw40qpylpmf,99545
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1uyjdqwytzz8632wkc40c7rgp3de4sd3lu3m9xt8p7h2c66cm2qw4w,72504
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1u89llxysck7jerc8p0nujprk62mwrm6w7pgwyynpnvamftgq9fj9n,40844
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,339,stake1u86m74crlkg7px2d4kye84cndh5y2yf5yl0uygvdhux2eccpx2daq,29312
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,340,stake1uyccu9r3d2jvk925mpkqvl5kmycau3wxtxj05muhqgkm80g56lsy2,1147589607228
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,340,stake1u9lkv6u3urnsm3csz0c7yh0eug9hgw20s2kw55lmgsst5xcw9ermf,100271487951
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,340,stake1u8hvce02zg7wm6mvr6ulttlcpmudhmelsgn8qgkuryuny5cfnrfsw,46065287616
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,340,stake1u9he2jwfle45j790w0u5urtvy76ulqvhslvpe855q20kh0sulhq9x,45634556939
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,340,stake1u95hc8rp3drsnys54r7tzkugkmt2j4s2ke32atdgj0ewtvge33c2m,40230276458
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,340,stake1u9q64f7nuyxssdzs0a60fchvjpfwuy3qtn7u2vslznvctsc56schy,39926197624
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,340,stake1uxyfva2400ehsel2pcfjsjjjyd8ldtm45rs32pqa398qjzqgrv8c6,29034828648
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,340,stake1u9wl7nelz442w7kkd09xvtx09h3w0arvuucj3tlfqrwa9cctutgh5,28386686144
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,340,stake1u82l9u5423mw6ecqfrsycnsf4c8yhfy8s8e2ut3lpvhd7wg22wj3s,20472198795
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,340,stake1u8q8xmkmru9myt7m6mg4xl5melgavnpxrnlyj8dt5jc2zfgk2hxr3,19752044460
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,340,stake1uxwlpxzmnrnw89z6fvz7j39fqs67h9dknkf9rraygupp42cj7ad3n,16045285132
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,340,stake1u8qpy6ajklvcmd0k055n53f4vxayhk86g0ewhfjuh0vnm3gvwdzg7,11978537323
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,340,stake1ux9sx80a2f3l0ykvew9f5dhysf65y9rjllrwhwsskxlxvgcmzax5y,10718538374
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,340,stake1u8efytpn3n9wpen645767fe2c98uu6uaczvwy69uf8dekkqg07vhm,10551665206
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,340,stake1uxzay95e623c45htruwlhl6jtwa068pyrrmfwsez636rzgcww7wat,10120279054
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,340,stake1u9z5svdlgmexqcjkqpmkrxp4ukg0j6u064pq0eu03ax4w9g8rly2w,9497531108
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,340,stake1u8n9vcr70gejuydynvhnddmapfl5pqzgme5dulhvgf6t2vgk2nnxm,9273160503
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,340,stake1u8kslsqcvmrqggl2rs6edeept2vwcun72pzks3f73d5nevcn3hjvx,9211781632
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,340,stake1u8xq4qc8mjwn60dvfjzqjesfwg792f0dg88ers5fzhg839qk6q50e,7500399980
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,340,stake1uy09fq4eau2mqkckx3ue98ltm3gpuqzapu09at0me30nvns3kdtsm,6439112212
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,340,stake1u8qu02lzmdypjmr9nrjqxrey8w9d00nt9p8xwgjvu7k38ts7rjrq8,5827170320
KARMA,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,340,stake1u8jtwxksksaejshyq0hlzglavunmyus5apjpelue58qz8rq9dugyz,5519968220
